formattedAddress,addressLine1,city,state,zipCode,price,lastSeen,createdDate,rawAddress,county,propertyType,listedDate,status,removedDate,daysOnMarket,id,latitude,longitude,bathrooms,bedrooms,addressLine2,squareFootage,yearBuilt,lotSize
"5550 S Dorchester Ave, Apt 503, Chicago, IL 60637",5550 S Dorchester Ave,Chicago,IL,60637,1547,2022-06-18T03:53:42.540Z,2022-05-28T03:32:35.895Z,,Cook County,Apartment,2022-05-28T03:32:35.895Z,Inactive,2022-08-12T03:58:00.571Z,77,"5550-S-Dorchester-Ave,-Apt-503,-Chicago,-IL-60637",41.793548,-87.59209,1,1,Apt 503,,,
"5550 S Dorchester Ave, Apt 804, Chicago, IL 60637",5550 S Dorchester Ave,Chicago,IL,60637,1621,2022-06-14T03:43:45.950Z,2022-06-06T03:37:03.488Z,,Cook County,Apartment,2022-06-06T03:37:03.488Z,Inactive,2022-08-12T03:52:27.202Z,68,"5550-S-Dorchester-Ave,-Apt-804,-Chicago,-IL-60637",41.793549,-87.59209,1,1,Apt 804,,,
"1401 E 55th St, Apt 314N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1450,2022-11-16T03:43:10.942Z,2019-11-07T10:13:46.441Z,,Cook County,Single Family,2022-10-07T00:40:32.000Z,Active,,41,"1401-E-55th-St,-Apt-314N,-Chicago,-IL-60615",41.794846,-87.589088,1,,Apt 314N,475,,
"1451 E 55th St, Apt 418N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1950,2022-11-16T02:39:49.773Z,2020-09-22T08:51:12.434Z,,Cook County,Condo,2022-11-11T11:11:53.000Z,Active,,5,"1451-E-55th-St,-Apt-418N,-Chicago,-IL-60615",41.794846,-87.589088,2,2,Apt 418N,900,1959,
"5528-32 S Cornell Ave, Unit 30A3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-11-15T03:02:48.234Z,2022-11-13T03:27:10.089Z,,Cook County,Apartment,2022-11-13T09:03:31.000Z,Active,,2,"5528-32-S-Cornell-Ave,-Unit-30A3,-Chicago,-IL-60637",41.794338,-87.58567,1,,Unit 30A3,,,
"1451 E 55th St, Apt 318N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1900,2022-11-14T03:45:29.274Z,2019-08-17T02:20:56.535Z,,Cook County,Condo,2022-09-26T23:48:58.000Z,Active,,49,"1451-E-55th-St,-Apt-318N,-Chicago,-IL-60615",41.794846,-87.589088,2,2,Apt 318N,1050,1959,
"5528-32 S Cornell Ave, Unit 30D3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-11-07T03:32:10.889Z,2022-10-28T01:25:18.004Z,,Cook County,Apartment,2022-10-25T21:56:37.000Z,Inactive,2022-11-14T03:46:37.066Z,20,"5528-32-S-Cornell-Ave,-Unit-30D3,-Chicago,-IL-60637",41.794338,-87.58567,1,,Unit 30D3,,,
"1451 E 55th St, Apt 920N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1600,2022-10-03T03:30:44.202Z,2019-06-27T13:07:08.665Z,,Cook County,Condo,2022-07-14T21:12:59.000Z,Inactive,2022-10-10T03:44:59.162Z,88,"1451-E-55th-St,-Apt-920N,-Chicago,-IL-60615",41.794846,-87.589088,2,2,Apt 920N,,1965,
"1451 E 55th St, Apt 529N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,2400,2022-09-22T03:24:50.989Z,2022-09-01T00:08:10.490Z,,Cook County,Condo,2022-08-31T21:15:50.000Z,Inactive,2022-09-29T03:30:27.500Z,29,"1451-E-55th-St,-Apt-529N,-Chicago,-IL-60615",41.794846,-87.589088,2,3,Apt 529N,1250,1962,
"5501 S Cornell Ave, Unit 0A, Chicago, IL 60637",5501 S Cornell Ave,Chicago,IL,60637,1200,2022-09-15T01:52:49.149Z,2022-09-15T01:39:20.468Z,,Cook County,Apartment,2022-09-14T22:02:50.000Z,Inactive,2022-09-22T03:29:34.956Z,8,"5501-S-Cornell-Ave,-Unit-0A,-Chicago,-IL-60637",41.795052,-87.584988,1,,Unit 0A,,,
"5480 S Cornell Ave, Chicago, IL 60615",5480 S Cornell Ave,Chicago,IL,60615,825,2022-09-08T03:25:31.877Z,2019-11-07T10:07:16.568Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5480-S-Cornell-Ave,-Chicago,-IL-60615",41.795815,-87.58604,1,0,,,1923,
"1450 E 55th Pl, Apt 821S, Chicago, IL 60637",1450 E 55th Pl,Chicago,IL,60637,1475,2022-09-01T03:18:14.131Z,2022-08-05T09:48:36.936Z,,Cook County,Condo,2022-08-04T02:12:40.000Z,Inactive,2022-09-08T03:26:27.399Z,36,"1450-E-55th-Pl,-Apt-821S,-Chicago,-IL-60637",41.794846,-87.589088,1,,Apt 821S,530,1963,
"1400 E 55th Pl, Apt 211S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,1250,2022-08-22T03:14:46.694Z,2020-04-09T06:30:14.518Z,,Cook County,Condo,2022-07-25T21:27:33.000Z,Inactive,2022-08-29T03:23:42.163Z,35,"1400-E-55th-Pl,-Apt-211S,-Chicago,-IL-60637",41.794846,-87.589088,1,,Apt 211S,500,,
"5460 S Cornell Ave, Apt 3W, Chicago, IL 60615",5460 S Cornell Ave,Chicago,IL,60615,1450,2022-08-18T02:40:46.967Z,2022-08-18T02:40:46.967Z,,Cook County,Condo,2022-08-16T20:07:19.000Z,Inactive,2022-08-25T03:23:26.413Z,9,"5460-S-Cornell-Ave,-Apt-3W,-Chicago,-IL-60615",41.796449,-87.586001,1,2,Apt 3W,900,1920,
"5528-32 S Cornell Ave, Unit 30F3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-08-17T02:41:59.759Z,2022-08-12T00:26:00.123Z,,Cook County,Apartment,2022-08-11T21:11:07.000Z,Inactive,2022-08-24T03:23:16.331Z,13,"5528-32-S-Cornell-Ave,-Unit-30F3,-Chicago,-IL-60637",41.794445,-87.585416,1,,Unit 30F3,,,
"5493 S Cornell Ave, Chicago, IL 60615",5493 S Cornell Ave,Chicago,IL,60615,1050,2022-08-06T09:40:32.218Z,2019-11-02T07:17:12.607Z,,Cook County,Single Family,2021-09-08T02:43:48.613Z,Inactive,2022-08-14T03:23:48.545Z,341,"5493-S-Cornell-Ave,-Chicago,-IL-60615",41.79508,-87.5857,1,3,,,,
"5508 S Cornell Ave, Chicago, IL 60637",5508 S Cornell Ave,Chicago,IL,60637,3250,2022-08-06T09:01:34.522Z,2022-05-24T03:49:40.245Z,,Cook County,Single Family,2022-05-24T03:49:40.245Z,Inactive,2022-08-14T03:23:48.545Z,82,"5508-S-Cornell-Ave,-Chicago,-IL-60637",41.794899,-87.58611,1,4,,,,
"1401 E 55th St, Apt 814N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1350,2022-07-28T03:52:55.586Z,2022-07-22T03:02:03.894Z,,Cook County,Condo,2022-07-22T03:02:03.894Z,Inactive,2022-08-12T04:47:12.450Z,22,"1401-E-55th-St,-Apt-814N,-Chicago,-IL-60615",41.794846,-87.589088,1,,Apt 814N,580,,
"5493 S Cornell Ave, Apt 314, Chicago, IL 60615",5493 S Cornell Ave,Chicago,IL,60615,1075,2022-07-27T03:40:25.641Z,2022-07-23T03:31:52.719Z,,Cook County,Apartment,2022-07-23T03:31:52.719Z,Inactive,2022-08-12T04:40:10.035Z,21,"5493-S-Cornell-Ave,-Apt-314,-Chicago,-IL-60615",41.795438,-87.584998,1,,Apt 314,,,
"1401 E 55th St, Apt 209N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1800,2022-07-08T03:57:11.459Z,2019-11-07T10:14:30.427Z,,Cook County,Condo,2022-07-04T02:50:35.068Z,Inactive,2022-08-12T04:18:51.069Z,40,"1401-E-55th-St,-Apt-209N,-Chicago,-IL-60615",41.794846,-87.589088,1,,Apt 209N,450,,
"1401 E 55th St, Apt 305N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1650,2022-07-01T03:37:12.278Z,2022-06-24T03:39:39.670Z,,Cook County,Condo,2022-06-24T03:39:39.670Z,Inactive,2022-08-12T04:11:28.817Z,50,"1401-E-55th-St,-Apt-305N,-Chicago,-IL-60615",41.794846,-87.589088,1,1,Apt 305N,800,,
"5493 S Cornell Ave, Unit 1615-2, Chicago, IL 60615",5493 S Cornell Ave,Chicago,IL,60615,1700,2022-06-23T03:38:40.242Z,2022-06-20T03:35:39.012Z,,Cook County,Apartment,2022-06-20T03:35:39.012Z,Inactive,2022-08-12T04:03:53.824Z,54,"5493-S-Cornell-Ave,-Unit-1615-2,-Chicago,-IL-60615",41.795438,-87.584998,1,3,Unit 1615-2,,,
"5528-32 S Cornell Ave, Unit 30G2, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,935,2022-06-09T03:43:45.928Z,2022-06-04T03:06:11.227Z,,Cook County,Apartment,2022-06-04T03:06:11.227Z,Inactive,2022-08-12T03:47:42.456Z,70,"5528-32-S-Cornell-Ave,-Unit-30G2,-Chicago,-IL-60637",41.794445,-87.585416,1,,Unit 30G2,,,
"5493 S Cornell Ave, Apt 218, Chicago, IL 60615",5493 S Cornell Ave,Chicago,IL,60615,1050,2022-06-03T03:26:03.056Z,2022-06-03T03:26:03.056Z,,Cook County,Apartment,2022-06-03T03:26:03.056Z,Inactive,2022-08-12T03:42:02.396Z,71,"5493-S-Cornell-Ave,-Apt-218,-Chicago,-IL-60615",41.795438,-87.584998,1,,Apt 218,,,
"1400 E 55th Pl, Apt 408S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,1200,2022-05-08T03:53:09.964Z,2021-10-18T01:37:29.262Z,,Cook County,Apartment,2021-10-18T01:37:29.262Z,Inactive,2022-08-08T05:48:11.645Z,295,"1400-E-55th-Pl,-Apt-408S,-Chicago,-IL-60637",41.794846,-87.589088,1,1,Apt 408S,650,,
"1401 E 55th St, Apt 1005N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1400,2022-04-13T03:24:27.208Z,2021-03-14T00:38:15.193Z,,Cook County,Condo,2021-03-14T00:38:15.193Z,Inactive,2022-08-08T05:32:23.096Z,513,"1401-E-55th-St,-Apt-1005N,-Chicago,-IL-60615",41.794846,-87.589088,1,1,Apt 1005N,800,,
"1401 E 55th St, Apt 313N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1700,2022-04-13T03:23:17.161Z,2022-04-10T02:32:54.638Z,,Cook County,Single Family,2022-04-10T02:32:54.638Z,Inactive,2022-08-08T05:32:23.096Z,121,"1401-E-55th-St,-Apt-313N,-Chicago,-IL-60615",41.794846,-87.589088,1,,Apt 313N,475,,
"5466 S Cornell Ave, Apt 2C, Chicago, IL 60615",5466 S Cornell Ave,Chicago,IL,60615,1900,2022-04-12T09:09:11.920Z,2021-09-23T00:48:02.887Z,,Cook County,Condo,2021-09-23T00:48:02.887Z,Inactive,2022-08-08T05:31:09.309Z,320,"5466-S-Cornell-Ave,-Apt-2C,-Chicago,-IL-60615",41.796174,-87.586018,1,2,Apt 2C,1400,,
"1400 E 55th Pl, Apt 304S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,1450,2022-04-05T03:49:46.059Z,2022-02-20T03:27:15.374Z,,Cook County,Condo,2022-02-20T03:27:15.374Z,Inactive,2022-08-08T05:24:09.195Z,170,"1400-E-55th-Pl,-Apt-304S,-Chicago,-IL-60637",41.794846,-87.589088,1,1,Apt 304S,750,,
"1401 E 55th Pl, Unit 910N, Chicago, IL 60615",1401 E 55th Pl,Chicago,IL,60615,1150,2022-04-05T03:49:13.165Z,2022-02-27T03:52:15.617Z,,Cook County,Condo,2022-02-27T03:52:15.617Z,Inactive,2022-08-08T05:24:09.195Z,163,"1401-E-55th-Pl,-Unit-910N,-Chicago,-IL-60615",41.794846,-87.589088,1,,Unit 910N,400,,
"5464 S Cornell Ave, Unit 3F, Chicago, IL 60615",5464 S Cornell Ave,Chicago,IL,60615,1300,2022-02-14T03:49:11.975Z,2022-01-13T00:41:07.734Z,,Cook County,Apartment,2022-01-13T00:41:07.734Z,Inactive,2022-08-08T04:49:20.831Z,208,"5464-S-Cornell-Ave,-Unit-3F,-Chicago,-IL-60615",41.796174,-87.586018,1,1,Unit 3F,800,,
"1401 E 55th St, Apt 911N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,980,2021-11-12T03:39:27.325Z,2021-11-03T03:22:08.147Z,,Cook County,Condo,2021-11-03T03:22:08.147Z,Inactive,2022-08-08T03:59:48.234Z,279,"1401-E-55th-St,-Apt-911N,-Chicago,-IL-60615",41.794846,-87.589088,1,,Apt 911N,700,,
"1450 E 55th Pl, Apt 318S, Chicago, IL 60637",1450 E 55th Pl,Chicago,IL,60637,1700,2021-11-05T03:31:27.467Z,2021-11-02T02:42:18.022Z,,Cook County,Condo,2021-11-02T02:42:18.022Z,Inactive,2022-08-08T03:55:15.803Z,280,"1450-E-55th-Pl,-Apt-318S,-Chicago,-IL-60637",41.794847,-87.589088,2,2,Apt 318S,,,
"1401 E 55th St, Apt 509N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1375,2021-10-25T03:12:25.062Z,2020-01-08T22:17:15.184Z,,Cook County,Condo,2021-09-08T03:15:18.064Z,Inactive,2022-08-08T03:47:58.515Z,335,"1401-E-55th-St,-Apt-509N,-Chicago,-IL-60615",41.794847,-87.589088,1,1,Apt 509N,480,,
"5456 S Cornell Ave, Apt 1E, Chicago, IL 60615",5456 S Cornell Ave,Chicago,IL,60615,1250,2021-07-01T02:57:45.080Z,2021-07-01T01:44:10.444Z,,Cook County,Condo,2021-07-01T01:44:10.444Z,Inactive,2022-08-06T19:06:04.276Z,402,"5456-S-Cornell-Ave,-Apt-1E,-Chicago,-IL-60615",41.796449,-87.586001,1,1,Apt 1E,,,
"1451 E 55th St, Apt 525N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1400,2021-06-30T03:12:31.921Z,2020-08-17T19:27:52.159Z,,Cook County,Condo,2021-06-17T03:25:34.639Z,Inactive,2022-08-06T19:03:32.303Z,416,"1451-E-55th-St,-Apt-525N,-Chicago,-IL-60615",41.794847,-87.589088,1,1,Apt 525N,,,
"1401 E 55th St, Apt 302N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1750,2021-06-27T03:33:45.098Z,2019-05-17T20:36:10.433Z,,Cook County,Condo,2021-06-17T03:09:12.101Z,Inactive,2022-08-06T19:01:15.565Z,416,"1401-E-55th-St,-Apt-302N,-Chicago,-IL-60615",41.794847,-87.589088,4,2,Apt 302N,1150,,
"5501 S Cornell Ave, Chicago, IL 60637",5501 S Cornell Ave,Chicago,IL,60637,1125,2021-06-27T03:33:45.084Z,2021-06-17T03:02:53.833Z,,Cook County,Apartment,2021-06-17T03:02:53.833Z,Inactive,2022-08-06T19:01:15.565Z,416,"5501-S-Cornell-Ave,-Chicago,-IL-60637",41.795051,-87.584987,1,0,,,,
"5468 S Cornell Ave, Apt 1B, Chicago, IL 60615",5468 S Cornell Ave,Chicago,IL,60615,1900,2021-06-27T03:11:56.321Z,2021-06-27T03:11:56.321Z,,Cook County,Condo,2021-06-27T03:11:56.321Z,Inactive,2022-08-06T19:01:15.565Z,406,"5468-S-Cornell-Ave,-Apt-1B,-Chicago,-IL-60615",41.796174,-87.586018,1,2,Apt 1B,,,
"1400 E 55th Pl, Apt 901S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,1850,2021-06-17T03:23:51.120Z,2021-06-17T03:23:51.120Z,,Cook County,Condo,2021-06-17T03:23:51.120Z,Inactive,2022-08-06T18:56:38.511Z,416,"1400-E-55th-Pl,-Apt-901S,-Chicago,-IL-60637",41.794847,-87.589088,2,2,Apt 901S,,,
"1450 E 55th St, Unit 522S, Chicago, IL 60615",1450 E 55th St,Chicago,IL,60615,1000,2021-02-22T03:41:22.482Z,2021-02-17T00:38:49.648Z,,Cook County,Condo,2021-02-17T00:38:49.648Z,Inactive,2022-08-06T18:07:12.826Z,536,"1450-E-55th-St,-Unit-522S,-Chicago,-IL-60615",41.795716,-87.589659,1,1,Unit 522S,,,
"1451 E 55th St, Apt 329N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1800,2021-02-14T03:39:37.619Z,2021-02-11T03:19:58.951Z,,Cook County,Condo,2021-02-11T03:19:58.951Z,Inactive,2021-02-16T04:04:00.265Z,6,"1451-E-55th-St,-Apt-329N,-Chicago,-IL-60615",41.794847,-87.589088,2,2,Apt 329N,1000,,
"1450 E 55th Pl, Apt 527S, Chicago, IL 60637",1450 E 55th Pl,Chicago,IL,60637,800,2020-10-12T03:23:02.484Z,2019-05-14T16:42:59.652Z,,Cook County,Apartment,2020-09-22T08:48:33.715Z,Inactive,2020-10-14T04:02:12.510Z,22,"1450-E-55th-Pl,-Apt-527S,-Chicago,-IL-60637",41.794847,-87.589088,1,1,Apt 527S,,,
"5470 S Harper Ave, Apt 1A, Chicago, IL 60615",5470 S Harper Ave,Chicago,IL,60615,1150,2020-08-19T20:33:20.219Z,2020-08-15T05:51:07.733Z,,Cook County,Apartment,2020-08-15T05:51:07.733Z,Inactive,2020-08-21T21:21:03.879Z,7,"5470-S-Harper-Ave,-Apt-1A,-Chicago,-IL-60615",41.796025,-87.589412,1,1,Apt 1A,,,
"1400 E 55th St, Unit 410S, Chicago, IL 60637",1400 E 55th St,Chicago,IL,60637,1000,2020-08-11T20:44:30.237Z,2020-08-06T16:15:52.834Z,,Cook County,Condo,2020-08-06T16:15:52.834Z,Inactive,2020-08-13T21:25:32.258Z,8,"1400-E-55th-St,-Unit-410S,-Chicago,-IL-60637",41.794847,-87.589088,1,,Unit 410S,480,,
"5470 S Harper Ave, Chicago, IL 60615",5470 S Harper Ave,Chicago,IL,60615,1125,2020-08-02T08:41:51.061Z,2020-06-30T19:01:21.076Z,,Cook County,Apartment,2020-07-30T07:26:46.659Z,Inactive,2020-08-04T09:10:11.413Z,6,"5470-S-Harper-Ave,-Chicago,-IL-60615",41.796025,-87.589412,1,1,,,,
"1400 E 55th Pl, Apt 414S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,950,2020-07-14T08:07:59.058Z,2020-06-04T06:14:21.937Z,,Cook County,Condo,2020-07-08T06:09:09.374Z,Inactive,2020-07-16T21:20:50.494Z,9,"1400-E-55th-Pl,-Apt-414S,-Chicago,-IL-60637",41.794847,-87.589088,1,,Apt 414S,600,,
"1401 E 55th St, Apt 208N, Chicago, IL 60615",1401 E 55th St,Chicago,IL,60615,1250,2020-07-08T08:45:13.871Z,2019-11-07T10:17:49.063Z,,Cook County,Condo,2020-07-02T20:41:45.098Z,Inactive,2020-07-11T21:30:25.982Z,10,"1401-E-55th-St,-Apt-208N,-Chicago,-IL-60615",41.794847,-87.589088,1,1,Apt 208N,,,
"1400 E 55th Pl, Apt 1015S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,2050,2020-06-16T18:51:13.816Z,2019-08-07T14:32:18.147Z,,Cook County,Apartment,2020-05-26T03:06:06.650Z,Inactive,2020-06-19T09:29:42.003Z,25,"1400-E-55th-Pl,-Apt-1015S,-Chicago,-IL-60637",41.794847,-87.589088,2,2,Apt 1015S,,,
"1400 E 55th Pl, Apt 306S, Chicago, IL 60637",1400 E 55th Pl,Chicago,IL,60637,1800,2020-06-13T20:49:08.238Z,2020-06-01T18:29:06.047Z,,Cook County,Condo,2020-06-01T18:29:06.047Z,Inactive,2020-06-16T21:42:13.716Z,16,"1400-E-55th-Pl,-Apt-306S,-Chicago,-IL-60637",41.794847,-87.589088,1,1,Apt 306S,,,
"1451 E 55th St, Unit 1017, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1595,2020-06-12T20:59:52.911Z,2020-05-01T07:17:13.392Z,,Cook County,Condo,2020-06-05T21:04:50.086Z,Inactive,2020-06-15T09:25:36.189Z,10,"1451-E-55th-St,-Unit-1017,-Chicago,-IL-60615",41.794847,-87.589088,2,2,Unit 1017,,,
"1451 E 55th St, Apt 429N, Chicago, IL 60615",1451 E 55th St,Chicago,IL,60615,1995,2020-05-14T07:56:00.631Z,2020-05-10T14:16:56.108Z,,Cook County,Condo,2020-05-10T14:16:56.108Z,Inactive,2020-05-16T09:35:45.397Z,6,"1451-E-55th-St,-Apt-429N,-Chicago,-IL-60615",41.794847,-87.589088,2,2,Apt 429N,,,
"5496 S Hyde Park Blvd, Apt 707, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1351,2022-11-16T03:43:08.445Z,2022-02-23T02:56:24.386Z,,Cook County,Apartment,2022-10-08T22:03:17.000Z,Active,,39,"5496-S-Hyde-Park-Blvd,-Apt-707,-Chicago,-IL-60615",41.795574,-87.584386,1,,Apt 707,450,,
"5496 S Hyde Park Blvd, Apt 302, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1223,2022-11-16T03:40:38.005Z,2022-10-15T02:23:03.633Z,,Cook County,Apartment,2022-10-16T21:47:00.000Z,Active,,31,"5496-S-Hyde-Park-Blvd,-Apt-302,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 302,,,
"5496 S Hyde Park Blvd, Apt 308, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1255,2022-11-16T03:14:04.486Z,2022-11-05T01:21:32.992Z,,Cook County,Apartment,2022-11-05T09:03:27.000Z,Active,,11,"5496-S-Hyde-Park-Blvd,-Apt-308,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 308,,,
"5496 S Hyde Park Blvd, Apt 1008, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1319,2022-11-15T03:47:18.915Z,2022-09-26T01:45:01.183Z,,Cook County,Apartment,2022-09-27T22:02:29.000Z,Active,,49,"5496-S-Hyde-Park-Blvd,-Apt-1008,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1008,525,,
"5496 S Hyde Park Blvd, Apt 901, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1711,2022-11-15T03:44:22.315Z,2022-09-17T02:35:20.023Z,,Cook County,Apartment,2022-10-05T09:00:32.000Z,Active,,41,"5496-S-Hyde-Park-Blvd,-Apt-901,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 901,875,,
"5528-32 S Cornell Ave, Unit 30A3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-11-15T03:02:48.234Z,2022-11-13T03:27:10.089Z,,Cook County,Apartment,2022-11-13T09:03:31.000Z,Active,,2,"5528-32-S-Cornell-Ave,-Unit-30A3,-Chicago,-IL-60637",41.794338,-87.58567,1,,Unit 30A3,,,
"5528-32 S Cornell Ave, Unit 30D3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-11-07T03:32:10.889Z,2022-10-28T01:25:18.004Z,,Cook County,Apartment,2022-10-25T21:56:37.000Z,Inactive,2022-11-14T03:46:37.066Z,20,"5528-32-S-Cornell-Ave,-Unit-30D3,-Chicago,-IL-60637",41.794338,-87.58567,1,,Unit 30D3,,,
"5496 S Hyde Park Blvd, Apt 1207, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1285,2022-11-05T03:46:14.043Z,2022-09-23T02:03:24.610Z,,Cook County,Apartment,2022-09-22T09:03:16.000Z,Inactive,2022-11-12T03:48:53.949Z,51,"5496-S-Hyde-Park-Blvd,-Apt-1207,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1207,450,,
"5496 S Hyde Park Blvd, Apt 1001, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1559,2022-11-04T03:34:29.280Z,2022-10-18T02:28:49.545Z,,Cook County,Apartment,2022-10-17T09:03:52.000Z,Inactive,2022-11-12T03:47:37.652Z,26,"5496-S-Hyde-Park-Blvd,-Apt-1001,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 1001,,,
"5496 S Hyde Park Blvd, Apt 1209, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1060,2022-10-29T03:05:29.968Z,2022-10-18T00:47:46.832Z,,Cook County,Apartment,2022-10-20T21:59:42.000Z,Inactive,2022-11-05T03:46:35.138Z,16,"5496-S-Hyde-Park-Blvd,-Apt-1209,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1209,,,
"5496 S Hyde Park Blvd, Apt 803, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1839,2022-10-20T03:38:50.163Z,2022-07-25T03:39:38.172Z,,Cook County,Apartment,2022-09-13T09:03:21.000Z,Inactive,2022-10-27T03:46:07.083Z,44,"5496-S-Hyde-Park-Blvd,-Apt-803,-Chicago,-IL-60615",41.795574,-87.584387,2,2,Apt 803,1375,,
"5496 S Hyde Park Blvd, Apt 405, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1526,2022-10-16T03:14:26.296Z,2022-10-02T00:25:48.012Z,,Cook County,Apartment,2022-10-10T08:58:27.000Z,Inactive,2022-10-23T03:43:58.926Z,13,"5496-S-Hyde-Park-Blvd,-Apt-405,-Chicago,-IL-60615",41.795574,-87.584387,1,2,Apt 405,975,,
"5496 S Hyde Park Blvd, Apt 701, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1395,2022-10-13T03:41:39.526Z,2022-09-14T02:37:40.777Z,,Cook County,Apartment,2022-09-13T09:03:21.000Z,Inactive,2022-10-21T03:43:23.990Z,38,"5496-S-Hyde-Park-Blvd,-Apt-701,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 701,875,,
"5496 S Hyde Park Blvd, Apt 508, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,982,2022-10-13T03:23:26.483Z,2022-09-26T02:50:03.507Z,,Cook County,Apartment,2022-10-05T09:00:32.000Z,Inactive,2022-10-21T03:43:23.990Z,16,"5496-S-Hyde-Park-Blvd,-Apt-508,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 508,525,,
"5496 S Hyde Park Blvd, Apt 506, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1227,2022-10-13T01:27:28.477Z,2022-10-12T02:12:14.855Z,,Cook County,Apartment,2022-10-12T22:02:24.000Z,Inactive,2022-10-21T03:43:23.990Z,9,"5496-S-Hyde-Park-Blvd,-Apt-506,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 506,575,,
"5496 S Hyde Park Blvd, Apt 406, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1228,2022-10-10T03:31:56.525Z,2022-02-23T03:18:46.633Z,,Cook County,Apartment,2022-09-22T09:03:16.000Z,Inactive,2022-10-17T03:42:38.445Z,25,"5496-S-Hyde-Park-Blvd,-Apt-406,-Chicago,-IL-60615",41.795574,-87.584386,1,1,Apt 406,575,,
"5496 S Hyde Park Blvd, Apt 603, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1668,2022-10-07T03:36:33.458Z,2022-09-26T02:32:33.092Z,,Cook County,Apartment,2022-09-25T09:03:06.000Z,Inactive,2022-10-14T03:47:34.765Z,19,"5496-S-Hyde-Park-Blvd,-Apt-603,-Chicago,-IL-60615",41.795574,-87.584387,2,2,Apt 603,1375,,
